Gene,WGCNA_Modules, IntraModular Connectivity,
Os08g0230100,Salmon,1.11578078721012,
Os04g0580300,Magenta,1.11373259205709,
Os11g0685200,Purple,1.11360647550943,
Os01g0543000,Brown,1.11358551037759,
Os01g0504100,Tan,1.1135302968115,
Os11g0129700,Turquoise,1.11291739296368,
Os03g0339150,Turquoise,1.11263378988743,
Os06g0561200,Green,1.11202633957651,
Os10g0576600,Tan,1.11192250201158,
Os06g0625800,MidnightBlue,1.11181051639887,
Os01g0799900,lightGreen,1.11141848351309,
Os01g0264700,Turquoise,1.11097969458466,
Os11g0701000,Blue,1.10880365128976,
Os02g0137600,Yellow,1.10862496447325,
Os11g0199200,Red,1.10848449373545,
Os01g0130900,Black,1.10834077217323,
Os10g0539350,MidnightBlue,1.10821612236164,
Os06g0725000,LightCyan,1.10819877088376,
Os03g0281800,Purple,1.10806730851634,
Os07g0637200,LightCyan,1.10755959680061,
Os01g0530650,Brown,1.10607972034147,
Os04g0509600,Turquoise,1.10607481438044,
Os09g0367900,Brown,1.10606868863788,
Os09g0528800,lightYellow,1.10506373166065,
Os05g0418100,Black,1.10463723534697,
Os06g0653900,Turquoise,1.10406575302027,
Os08g0162033,lightGreen,1.1039487238437,
Os04g0191500,Salmon,1.1031647330577,
Os02g0527600,Cyan,1.10307539890291,
Os01g0977250,Pink,1.10295386892845,
Os09g0453300,Tan,1.10262119279573,
Os09g0364500,Purple,1.10221404789677,
Os12g0230100,LightCyan,1.10178339814511,
Os02g0819500,Black,1.10111837215096,
Os03g0717700,Turquoise,1.10063116278674,
Os05g0391500,Purple,1.10003619444101,
Os03g0161800,Blue,1.0999585405199,
Os02g0717600,Red,1.09987239873566,
Os01g0189100,Yellow,1.09979968286332,
Os02g0134300,LightCyan,1.09923974959153,
Os09g0493400,Magenta,1.0990585943,
Os01g0764500,Brown,1.09818186897516,
Os11g0227300,Green,1.09805322103248,
Os07g0530600,Magenta,1.09725939567218,
Os01g0908100,Turquoise,1.0971610525985,
Os01g0885300,GreenYellow,1.09661012040042,
Os05g0355200,Salmon,1.09633832956695,
Os07g0670200,LightCyan,1.09595212588209,
Os03g0565100,Blue,1.09548438843006,
Os02g0790600,Turquoise,1.09543113329081,
Os09g0413200,Green,1.09523375429385,
Os06g0644466,Green,1.09473144616464,
Os04g0498600,MidnightBlue,1.09439356010608,
Os01g0749300,MidnightBlue,1.092996921778,
Os04g0459800,Blue,1.09226928010165,
Os09g0464000,Black,1.09224647927818,
Os10g0450400,Turquoise,1.09200476075276,
Os02g0639300,Red,1.0912632537755,
Os01g0223200,Red,1.09115090995131,
Os01g0865700,GreenYellow,1.09102760165337,
Os02g0710900,lightGreen,1.09072216504404,
Os09g0438700,Green,1.09041917551624,
Os10g0420800,Grey60,1.08974332351876,
Os04g0668900,Magenta,1.08889705908817,
Os02g0193000,GreenYellow,1.08885752206967,
Os09g0320201,Turquoise,1.08854037043578,
Os06g0595900,Turquoise,1.08852624545428,
Os04g0399300,Brown,1.08829193470843,
Os08g0103000,Grey60,1.08776075094032,
Os04g0409200,Tan,1.08711907288697,
Os07g0571100,LightCyan,1.08614780271548,
Os08g0363000,Yellow,1.08513129619293,
Os01g0557500,Turquoise,1.08496256054898,
Os03g0433200,Brown,1.08493297138619,
Os08g0502700,Grey60,1.08448581003695,
Os02g0705500,Magenta,1.08442985997191,
Os12g0145400,Tan,1.0842930753139,
Os02g0139700,Yellow,1.08417570838252,
Os05g0499400,Tan,1.08391692000492,
Os03g0401951,Grey60,1.08290431928606,
Os01g0132500,Red,1.08260244615748,
Os06g0206300,LightCyan,1.08256824029668,
Os03g0216700,Turquoise,1.07974332806859,
Os03g0620400,Brown,1.0790107530723,
Os03g0237600,royalBlue,1.0786437557084,
Os03g0289100,Black,1.07755411249604,
Os07g0150901,Brown,1.07575446427293,
Os11g0629500,lightGreen,1.07519966465519,
Os02g0106100,Pink,1.07513740204832,
Os01g0525701,Turquoise,1.07497592951395,
Os07g0516200,lightGreen,1.07476224500874,
Os11g0269900,Red,1.07347730631259,
Os01g0829800,lightGreen,1.0734021720541,
Os02g0753850,Green,1.07178666607456,
Os11g0184800,Yellow,1.07156548311662,
Os10g0530200,royalBlue,1.07111348409207,
Os07g0298900,Tan,1.06993438700548,
Os03g0147400,GreenYellow,1.06984173923054,
Os07g0445600,lightGreen,1.06949353187305,
Os01g0157800,Blue,1.06921658841469,
Os11g0226933,Green,1.06906467771668,
Os02g0187600,Yellow,1.0687752996995,
Os09g0497900,Cyan,1.0677616605366,
Os03g0856700,Brown,1.06751899651686,
Os01g0895600,Brown,1.06708948747394,
Os12g0566500,LightCyan,1.06669514082437,
Os01g0704300,Brown,1.06569086808488,
Os07g0674700,Yellow,1.06514825122824,
Os01g0159000,Black,1.064844726878,
Os02g0810425,Black,1.06449727682505,
Os02g0810900,Cyan,1.0639825111057,
Os02g0799700,Blue,1.06337974371186,
Os03g0842400,Brown,1.06293845499205,
Os04g0140400,Turquoise,1.06277332602911,
Os04g0433900,Yellow,1.06184929207459,
Os10g0569400,Green,1.06084135760093,
Os02g0528200,Yellow,1.06034646366969,
Os04g0182650,Cyan,1.06003600902092,
Os12g0628300,Blue,1.05883552415884,
Os11g0618300,lightYellow,1.05877075527588,
Os10g0513200,Turquoise,1.05733714852979,
Os02g0667500,Brown,1.05478873036657,
Os04g0414300,GreenYellow,1.05425472096364,
Os03g0335401,Red,1.05324335228233,
Os09g0542100,MidnightBlue,1.05309462083446,
Os01g0266400,Blue,1.05308237869418,
Os04g0468600,Cyan,1.05287207363294,
Os01g0106750,Yellow,1.05176491543126,
Os06g0672700,LightCyan,1.05017003902588,
Os01g0276900,Pink,1.04889857181269,
Os05g0382200,Turquoise,1.04874565405918,
Os09g0436200,Blue,1.04861688819291,
Os02g0102300,Tan,1.04781186454304,
Os07g0633500,Purple,1.04741138692267,
Os01g0153100,GreenYellow,1.04739933818014,
Os11g0600900,lightYellow,1.0472831866204,
Os08g0101900,Turquoise,1.04677976636476,
Os07g0184800,Grey,1.04602037803844,
Os06g0728000,Grey60,1.04493530244765,
Os02g0332800,Turquoise,1.04483589776227,
Os02g0241100,Pink,1.04463198055804,
Os12g0631150,Blue,1.0438062661743,
Os05g0111000,Yellow,1.04346580040189,
Os04g0477900,Purple,1.04302377912613,
Os01g0610300,Red,1.04239057814068,
Os01g0223800,Cyan,1.04199755840674,
Os03g0304400,Black,1.04190174013223,
Os12g0562600,MidnightBlue,1.04187506374964,
Os05g0208500,Turquoise,1.0414656914749,
Os02g0741700,Turquoise,1.04007760469015,
Os04g0560500,Purple,1.03959593458725,
Os01g0789100,Yellow,1.0382127863779,
Os04g0623901,Tan,1.03724698313555,
Os02g0272350,Blue,1.0356390201297,
Os01g0647000,Tan,1.03539571673643,
Os09g0356100,Salmon,1.03462925039484,
Os10g0564900,Grey60,1.03402250964464,
Os01g0195000,Blue,1.03384194754531,
Os03g0399800,Yellow,1.03348999217181,
Os07g0462500,Brown,1.03311880647681,
Os02g0734600,Tan,1.0330224305454,
Os09g0416200,Green,1.03286117763092,
Os03g0695500,Grey60,1.03128960075683,
Os08g0263400,Turquoise,1.03067653740827,
Os06g0698711,Grey60,1.03046864970287,
Os07g0641200,Brown,1.02974107870215,
Os11g0180200,Red,1.02925150611364,
Os04g0435700,Grey,1.02910080548369,
Os05g0116000,Black,1.02885559563947,
Os01g0190300,Cyan,1.02787400701933,
Os03g0101000,Grey60,1.02646222275533,
Os07g0461900,Red,1.02604209782107,
Os07g0634400,Pink,1.02547395427433,
Os03g0215000,royalBlue,1.02522128311806,
Os05g0263500,Yellow,1.02470394693532,
Os03g0306700,Magenta,1.0246585226074,
Os02g0219900,GreenYellow,1.02446224045459,
Os09g0246900,Grey60,1.02345326051692,
Os05g0126100,Salmon,1.02343379377904,
Os04g0449900,MidnightBlue,1.02165958342354,
Os02g0201300,GreenYellow,1.02154125678244,
Os07g0170300,Purple,1.02139598557346,
Os10g0194300,Yellow,1.02136359780171,
Os06g0687800,Black,1.02124523938447,
Os08g0520900,Turquoise,1.02116485295913,
Os05g0317300,Salmon,1.02072165284684,
Os03g0804100,Turquoise,1.02035635271576,
Os10g0456000,Yellow,1.01997661702943,
Os08g0532600,Blue,1.01982245281158,
Os04g0388601,Purple,1.01948789360118,
Os09g0570100,Grey60,1.01800804613332,
Os03g0854000,Pink,1.01750224896308,
Os07g0569000,LightCyan,1.0165995312855,
Os06g0666100,Red,1.0162343706388,
Os04g0529100,Brown,1.01602442704916,
Os04g0530300,MidnightBlue,1.01378493232778,
Os02g0229800,LightCyan,1.01369667510648,
Os01g0234700,Turquoise,1.0136792146202,
Os04g0640900,Magenta,1.01285288652558,
Os06g0157125,Pink,1.01244926618874,
Os12g0183375,Turquoise,1.01210667876115,
Os07g0168700,MidnightBlue,1.01167725914178,
Os11g0134700,Tan,1.0112359538197,
Os01g0832300,royalBlue,1.01061986924751,
Os03g0268400,royalBlue,1.00996461681092,
Os04g0408900,royalBlue,1.0095273311096,
Os03g0847851,MidnightBlue,1.00922451301847,
Os04g0465700,Tan,1.00915170559559,
Os05g0493100,GreenYellow,1.00818630208739,
Os09g0460100,Yellow,1.0081451266891,
Os03g0114700,Grey60,1.00774615832292,
Os02g0105800,MidnightBlue,1.00677496766288,
Os08g0398400,Cyan,1.00552345116797,
Os02g0105500,Yellow,1.00540247109642,
Os01g0764300,Magenta,1.00455849093197,
Os08g0562600,Black,1.00340941095321,
Os07g0243100,lightGreen,1.00310923237294,
Os02g0724000,LightCyan,1.00286251194256,
Os05g0584300,Red,1.00217967008461,
Os04g0422300,royalBlue,1.00104177252236,
Os09g0272000,Yellow,1.00103984193967,
Os01g0180400,Turquoise,1.00062840991874,
Os02g0222100,Blue,1.00036317425042,
Os11g0157400,lightYellow,0.998903584902423,
Os12g0608600,Blue,0.998575865223181,
Os07g0237700,Grey60,0.998245078321539,
Os01g0663400,Pink,0.998032802132438,
Os04g0591100,Grey60,0.997675584609342,
Os07g0685300,Yellow,0.997447598389392,
Os04g0498200,royalBlue,0.996102999965426,
Os06g0573900,Turquoise,0.995885523886886,
Os11g0116300,royalBlue,0.995760478228747,
Os09g0272600,Red,0.99458301208361,
Os11g0256000,Purple,0.994492915816963,
Os04g0283900,Turquoise,0.993848724312996,
Os03g0127600,Purple,0.993830790903836,
Os02g0711400,GreenYellow,0.993750706794925,
Os01g0904300,Purple,0.993189416262758,
Os01g0952300,GreenYellow,0.992385161503359,
Os04g0413000,MidnightBlue,0.992378769532583,
Os07g0531800,Brown,0.991941573919792,
Os01g0723600,royalBlue,0.991662105108754,
Os02g0228600,Grey60,0.991427699665334,
Os10g0159800,Brown,0.989509474710207,
Os11g0169100,Blue,0.987866291920957,
Os09g0401000,lightYellow,0.987631330740056,
Os02g0828200,Blue,0.98723575215866,
Os02g0564700,Brown,0.986885940218621,
Os11g0208850,Turquoise,0.986328149624173,
Os06g0238300,LightCyan,0.986117495140141,
Os01g0965000,MidnightBlue,0.985939865788065,
Os11g0599200,Magenta,0.985714908133387,
Os04g0191800,Grey60,0.985364131502035,
Os03g0118800,Turquoise,0.984250568546481,
Os02g0608500,royalBlue,0.984037993899687,
Os01g0111900,Pink,0.983743821344761,
Os06g0708900,Blue,0.982747037198412,
Os02g0329800,royalBlue,0.982542336607864,
Os04g0638100,royalBlue,0.981778522775088,
Os01g0927300,Red,0.981687130208136,
Os05g0136400,Purple,0.980985209249712,
Os02g0819100,MidnightBlue,0.979867190812822,
Os06g0618700,Cyan,0.979404813637349,
Os03g0224300,GreenYellow,0.97741081824744,
Os12g0556200,MidnightBlue,0.976139070063003,
Os01g0243800,Pink,0.976038258575359,
Os02g0327000,Yellow,0.976030113918192,
Os06g0165800,GreenYellow,0.975887865770458,
Os11g0295900,Turquoise,0.975115013301056,
Os06g0683700,Pink,0.97490627098814,
Os08g0130100,Red,0.974819863687018,
Os04g0166400,Blue,0.974735675209899,
Os07g0571300,royalBlue,0.974508084539019,
Os03g0126000,Magenta,0.974295475191351,
Os03g0128800,Green,0.974031169774582,
Os09g0249000,Brown,0.972864680046643,
Os10g0497900,Blue,0.972830817777265,
Os11g0109800,MidnightBlue,0.971790488267754,
Os06g0175800,Pink,0.971581733881622,
Os04g0555500,Green,0.970894971336736,
Os06g0157800,Pink,0.970600546683574,
Os11g0112200,Red,0.970579728326211,
Os11g0496500,royalBlue,0.969992717391068,
Os09g0541100,Brown,0.96930799100398,
Os07g0129800,lightYellow,0.96731927691522,
Os07g0226200,Grey60,0.96702394785704,
Os06g0133200,Green,0.966679994222686,
Os05g0581000,Blue,0.966152217565719,
Os12g0270100,Salmon,0.96518067950147,
Os09g0345300,Brown,0.964813242461325,
Os06g0661200,MidnightBlue,0.964593780881532,
Os08g0492000,Yellow,0.964280006240325,
Os01g0620800,royalBlue,0.962961070339485,
Os02g0670700,Grey60,0.961773370733926,
Os10g0188300,Blue,0.961266339472338,
Os08g0269500,Turquoise,0.961164818831684,
Os08g0499300,Blue,0.960847732319457,
Os03g0803600,lightYellow,0.959674021319878,
Os06g0719600,Blue,0.959310102538806,
Os02g0814800,MidnightBlue,0.959216301783742,
Os02g0734800,Grey60,0.958755906889449,
Os09g0512700,Red,0.958596353825898,
Os04g0403900,Tan,0.958557733737364,
Os04g0538750,Blue,0.958553817836963,
Os01g0682001,Magenta,0.958289936521891,
Os01g0970700,LightCyan,0.958042794895736,
Os04g0662700,royalBlue,0.956882825748514,
Os04g0403701,Green,0.956496145902877,
Os01g0855900,Grey60,0.955351298583581,
Os02g0301100,royalBlue,0.954807557586948,
Os12g0112300,Red,0.953733296360067,
Os02g0197900,Black,0.953623164511886,
Os06g0136900,Purple,0.9529854731753,
Os11g0634902,Yellow,0.952812289956643,
Os11g0195100,Brown,0.952781890744811,
Os04g0567800,Yellow,0.952182398096694,
Os06g0153000,Salmon,0.951965077982306,
Os07g0680900,Black,0.951679407815772,
Os11g0156750,LightCyan,0.951526232268459,
Os04g0650500,Turquoise,0.949887622477151,
Os06g0631300,Black,0.949598137565995,
Os10g0504200,Red,0.949587683513799,
Os03g0758050,GreenYellow,0.949390025316766,
Os05g0495600,Cyan,0.949224677596805,
Os01g0145200,Cyan,0.949156584628733,
Os09g0442600,Red,0.948180071281799,
Os02g0190000,MidnightBlue,0.948065306757777,
Os09g0533600,GreenYellow,0.94755241129261,
Os11g0270201,Red,0.946556627314387,
Os10g0341700,Blue,0.946233220008413,
Os07g0124400,Turquoise,0.946035983165637,
Os09g0483500,Blue,0.945985911628951,
Os01g0286900,Yellow,0.945919576322582,
Os06g0600400,Magenta,0.945376492671823,
Os04g0677400,Black,0.945359595177325,
Os09g0339601,MidnightBlue,0.94514709082133,
Os08g0269600,Turquoise,0.94477810000559,
Os05g0542600,Blue,0.944674960753202,
Os06g0164600,Brown,0.944389130190128,
Os02g0637200,Brown,0.944378808459266,
Os12g0570075,Grey60,0.944279981982478,
Os09g0567300,lightGreen,0.943597729952962,
Os07g0117000,Brown,0.943188742951624,
Os10g0480200,Yellow,0.942600620459159,
Os06g0229200,GreenYellow,0.942475458123652,
Os03g0787600,Grey60,0.942336322849744,
Os12g0161900,MidnightBlue,0.941252905132059,
Os05g0275100,Salmon,0.940978179835236,
Os04g0249600,Blue,0.940970732902361,
Os09g0484900,Blue,0.940295021615081,
Os04g0411800,Cyan,0.938657724515351,
Os10g0478600,MidnightBlue,0.938605255286951,
Os11g0701700,Green,0.937999671161886,
Os05g0326675,Yellow,0.937716641490763,
Os06g0159400,Grey60,0.937468836957976,
Os10g0131200,Brown,0.93719446055982,
Os10g0508100,Salmon,0.93695950335413,
Os04g0674450,Grey60,0.9356696273923,
Os04g0534200,Turquoise,0.935589763873676,
Os04g0474500,Brown,0.935531477983146,
Os11g0255500,Blue,0.935236622937076,
Os01g0884900,Magenta,0.934171547348362,
Os03g0818200,MidnightBlue,0.931406001860384,
Os11g0691300,Turquoise,0.930917156524015,
Os11g0593700,Grey,0.930343979252297,
Os07g0613500,GreenYellow,0.929977316406344,
Os05g0332801,Magenta,0.929585944441038,
Os08g0391000,Blue,0.929230260219848,
Os02g0267200,Magenta,0.927921574044266,
Os04g0647800,Grey60,0.92779376639939,
Os03g0824300,Purple,0.926333775115856,
Os12g0182500,Yellow,0.926289263755688,
Os12g0263000,Grey,0.925722163046393,
Os01g0835900,GreenYellow,0.925523375293992,
Os03g0375900,Red,0.925212263620439,
Os04g0108300,LightCyan,0.925179120350351,
Os05g0109825,Black,0.924923382289427,
Os01g0920700,Tan,0.923926388141262,
Os06g0691000,Blue,0.923655133583543,
Os05g0501600,Brown,0.923446170144041,
Os07g0170016,Yellow,0.922689301961335,
Os03g0217801,GreenYellow,0.922604002546788,
Os04g0661200,Magenta,0.922207324925301,
Os03g0238600,lightGreen,0.922169442598917,
Os05g0200340,Purple,0.921509081202262,
Os02g0272800,Grey60,0.92116209750344,
Os01g0624700,Tan,0.920834967290336,
Os11g0124300,Brown,0.919314931869109,
Os08g0376300,Tan,0.919157402957224,
Os02g0653300,Black,0.918509802345197,
Os10g0422600,Tan,0.916781183319474,
Os07g0669600,Green,0.915914274413937,
Os08g0454600,Brown,0.915405268678848,
Os06g0633100,Purple,0.915292429339596,
Os01g0839500,Magenta,0.914941912367891,
Os03g0201400,Tan,0.91490756969523,
Os10g0378400,Salmon,0.914898864539479,
Os02g0832150,Tan,0.914354464312061,
Os03g0175600,Green,0.914151923749171,
Os01g0149600,Blue,0.913925486571181,
Os04g0345800,Brown,0.913381544460672,
Os05g0561800,Brown,0.912475422039282,
Os12g0578300,Tan,0.911146972097412,
Os05g0130600,Blue,0.910191186870216,
Os05g0525900,Pink,0.909743140541708,
Os01g0201200,Salmon,0.908983496224294,
Os02g0104500,Yellow,0.90895931120814,
Os06g0593800,Pink,0.908912428365875,
Os04g0107200,Brown,0.908830484175069,
Os03g0286800,Tan,0.908358396448988,
Os11g0240900,Tan,0.908170714727653,
Os02g0173900,Purple,0.907791324437016,
Os12g0244000,Brown,0.907520533788187,
Os05g0575400,Grey60,0.907389149756454,
Os02g0652000,Green,0.90691768007454,
Os06g0219400,Yellow,0.906370393643478,
Os02g0697600,Tan,0.906277577261511,
Os04g0530500,lightYellow,0.90574207951733,
Os06g0496800,Blue,0.905699962824221,
Os04g0498800,Blue,0.905415496445857,
Os06g0129200,Salmon,0.90429173205075,
Os08g0265500,Blue,0.902838247131199,
Os12g0601500,Turquoise,0.902477534465733,
Os01g0871500,Turquoise,0.901801024923633,
Os08g0531300,Pink,0.901710817633095,
Os01g0660300,Red,0.901700743974179,
Os12g0420300,royalBlue,0.900933013792737,
Os02g0151100,Brown,0.900829406575631,
Os02g0485000,Pink,0.90074352465604,
Os11g0483950,Red,0.900598034129311,
Os01g0862600,Blue,0.899964521488788,
Os06g0698785,Grey60,0.899524508165964,
Os06g0682633,Yellow,0.89943090695207,
Os01g0230200,Brown,0.899148835922653,
Os07g0195200,Purple,0.8990250369226,
Os03g0134500,Turquoise,0.898558928259924,
Os07g0153400,GreenYellow,0.89842344276196,
Os07g0173100,Cyan,0.898378973472788,
Os03g0205500,Turquoise,0.897933406465372,
Os04g0121900,Yellow,0.897874973160324,
Os06g0320300,MidnightBlue,0.897860226243124,
Os04g0446750,Grey60,0.897300842651912,
Os03g0743650,Green,0.895974055767077,
Os06g0484950,Brown,0.895437576589123,
Os04g0162701,Brown,0.89530116454185,
Os04g0101800,Green,0.892682300884768,
Os12g0166700,Turquoise,0.892546830959284,
Os07g0437000,royalBlue,0.892338057302822,
Os07g0530700,Grey60,0.891449877016106,
Os02g0807300,Yellow,0.891213965476597,
Os12g0574700,Blue,0.891124281163775,
Os02g0240100,Turquoise,0.889628496923085,
Os12g0256000,MidnightBlue,0.889285325684898,
Os09g0481400,Yellow,0.887587883744344,
Os08g0556700,Black,0.886268240591369,
Os11g0199801,Magenta,0.886056230659879,
Os01g0644900,royalBlue,0.885962665731529,
Os11g0175800,Salmon,0.884813070194681,
Os06g0697000,Yellow,0.884494544329925,
Os01g0511000,Blue,0.884205375226626,
Os04g0571600,Turquoise,0.883015900740494,
Os01g0849000,Magenta,0.882900808866323,
Os03g0689833,Cyan,0.882245073680253,
Os06g0646000,Green,0.881943474696985,
Os01g0797900,Blue,0.881894168086996,
Os05g0443500,Yellow,0.881757966690946,
Os01g0878700,Yellow,0.880499273926643,
Os10g0142900,Purple,0.879803484538194,
Os06g0158400,MidnightBlue,0.879617633737301,
Os12g0556500,Black,0.879138755769433,
Os06g0185900,Green,0.878783274530253,
Os04g0580400,lightGreen,0.878588519653416,
Os08g0561700,Pink,0.878141794798102,
Os01g0908200,MidnightBlue,0.876624468784994,
Os05g0317700,Brown,0.876608376165851,
Os03g0247000,Salmon,0.876595294167364,
Os01g0622033,Green,0.875536437630119,
Os01g0899700,Turquoise,0.875179841686614,
Os03g0366900,LightCyan,0.874288011643988,
Os01g0172701,Green,0.87425337945342,
Os06g0663500,Turquoise,0.87384864639929,
Os03g0827500,Grey60,0.873542721232825,
Os10g0343050,Tan,0.873197352883587,
Os01g0615500,Tan,0.872764484535646,
Os01g0275900,Cyan,0.872484751799622,
Os03g0281000,MidnightBlue,0.871723673746029,
Os01g0148700,Purple,0.871474705483897,
Os01g0732000,Green,0.871074970699455,
Os04g0546100,Blue,0.870966622930095,
Os07g0537000,lightYellow,0.870567954569414,
Os07g0198300,Black,0.870555147942066,
Os03g0233800,Turquoise,0.870291351192358,
Os08g0119500,GreenYellow,0.870109360210707,
Os09g0542800,Yellow,0.869641380196722,
Os05g0535100,Yellow,0.869503944241171,
Os07g0108200,Cyan,0.868542986038999,
Os01g0242600,GreenYellow,0.868483006308587,
Os09g0570800,Brown,0.86807768779555,
Os03g0132900,Turquoise,0.867980343546655,
Os04g0489800,Blue,0.866403601014788,
Os01g0610500,lightGreen,0.865923951243855,
Os01g0936700,Brown,0.865698244361175,
Os12g0160100,Tan,0.865675518553419,
Os06g0525200,lightGreen,0.864699384161969,
Os10g0369500,Turquoise,0.864333012424996,
Os10g0522601,Yellow,0.863509243531129,
Os03g0221100,Brown,0.863270146129118,
Os02g0796400,Purple,0.863160608557913,
Os07g0615800,Tan,0.862246095383338,
Os06g0150400,Turquoise,0.8618990331078,
Os07g0445800,Turquoise,0.861060998664268,
Os05g0125250,Blue,0.860656671583522,
Os05g0514300,Green,0.859759320248207,
Os06g0128100,Turquoise,0.859336252173636,
Os02g0325600,MidnightBlue,0.859178270264948,
Os02g0730700,LightCyan,0.858986517778377,
Os10g0156300,Yellow,0.858898180151668,
Os07g0123450,Brown,0.858868252594625,
Os05g0342000,Blue,0.858749231648119,
Os02g0109501,Pink,0.85848620062078,
Os06g0702000,Blue,0.858378737819848,
Os08g0189300,Brown,0.858303195327237,
Os06g0695800,Yellow,0.857961101262759,
Os01g0119500,Cyan,0.857299071712105,
Os12g0135500,Brown,0.856636270814988,
Os10g0462200,LightCyan,0.856354400893731,
Os08g0101600,Green,0.856235259020878,
Os08g0386800,Grey60,0.856168729098566,
Os07g0166800,MidnightBlue,0.855873106748258,
Os01g0865600,Grey60,0.855645118395575,
Os03g0362200,Tan,0.854559150453881,
Os08g0540500,Magenta,0.853729578619673,
Os05g0542732,Blue,0.853431941242501,
Os09g0497600,Brown,0.853002761277163,
Os01g0171800,Tan,0.85273435922968,
Os03g0232000,Blue,0.852719049611735,
Os01g0639900,royalBlue,0.852642239266942,
Os11g0616200,Purple,0.852480205337488,
Os08g0369000,Brown,0.852445412072568,
Os06g0594100,Turquoise,0.852172418555729,
Os03g0638900,Blue,0.852078213555548,
Os11g0585900,Black,0.851768955716831,
Os10g0335200,Brown,0.851564293618109,
Os05g0577100,Salmon,0.850551505732385,
Os01g0840900,Purple,0.850357939726153,
Os01g0676900,royalBlue,0.850347269971207,
Os01g0546500,Purple,0.849856712814768,
Os02g0196600,LightCyan,0.849341759997926,
Os09g0436800,Pink,0.849274290243602,
Os02g0739600,royalBlue,0.849129178667921,
Os12g0608633,Brown,0.848874481014276,
Os06g0683300,Cyan,0.84860964628074,
Os07g0476900,Green,0.848588971296807,
Os10g0132901,Green,0.848506877242122,
Os02g0232900,Red,0.848424018443214,
Os11g0121500,Turquoise,0.848203254060981,
Os12g0143900,Blue,0.847722435378695,
Os03g0388500,Black,0.847331057245708,
Os01g0248900,lightYellow,0.847223374700474,
Os07g0123900,Brown,0.84673434803156,
Os06g0638200,Green,0.846337230423266,
Os05g0571600,Magenta,0.846275321118235,
Os04g0477200,Yellow,0.845657927299935,
Os03g0581100,Grey60,0.84548210887677,
Os05g0383200,MidnightBlue,0.845361429366256,
Os02g0812500,Red,0.844747865512458,
Os01g0532300,royalBlue,0.843698419295511,
Os02g0538900,Yellow,0.842821984488793,
Os08g0102700,Tan,0.842616132277113,
Os01g0818400,GreenYellow,0.842399989118006,
Os03g0795100,Brown,0.841412519888397,
Os03g0284800,Yellow,0.841289456329005,
Os03g0710100,Black,0.840961399920783,
Os12g0613000,Blue,0.840432779069535,
Os05g0180500,Yellow,0.840014426930598,
Os10g0401000,Blue,0.839110460875002,
Os04g0664800,Brown,0.838229326052907,
Os11g0236932,GreenYellow,0.837998266875591,
Os04g0105400,Magenta,0.837859219073983,
Os03g0121200,lightGreen,0.836468606145351,
Os02g0628900,Grey60,0.836183921525378,
Os09g0468300,Black,0.835913905950089,
Os03g0759500,Yellow,0.834608371932621,
Os02g0260400,Pink,0.833679811162525,
Os07g0410300,MidnightBlue,0.833485912064175,
Os03g0724300,Blue,0.833467499232157,
Os02g0118200,Blue,0.833395356175551,
Os01g0736400,Pink,0.833365046854734,
Os05g0592300,Pink,0.831374700414521,
Os07g0522900,Blue,0.831063909871524,
Os04g0678200,Brown,0.829338960646854,
Os07g0514400,Purple,0.828877152210893,
Os01g0646400,lightYellow,0.827793498066843,
Os11g0701100,Black,0.827445702731773,
Os01g0788950,Purple,0.827136545967529,
Os01g0297200,Yellow,0.825968185495106,
Os05g0381600,Magenta,0.825811042779292,
Os02g0708200,Red,0.825741542297243,
Os01g0800500,Tan,0.825339152631994,
Os02g0555600,Turquoise,0.824507242870485,
Os07g0619500,Black,0.824070945223358,
Os02g0154100,GreenYellow,0.823447818399938,
Os01g0665200,MidnightBlue,0.823319841000325,
Os02g0641300,Pink,0.822905902615149,
Os06g0128700,Tan,0.822099110553607,
Os09g0530750,GreenYellow,0.82178007010363,
Os04g0568300,Magenta,0.820908741119505,
Os11g0121000,Black,0.820508401366508,
Os02g0167600,Black,0.820214427719871,
Os03g0831400,Turquoise,0.819850556197263,
Os06g0206000,Turquoise,0.819566013055209,
Os09g0439800,Yellow,0.819276887335615,
Os06g0614100,Grey60,0.818523974338037,
Os12g0240000,Brown,0.818245740405356,
Os02g0458100,Turquoise,0.816867699204758,
Os09g0548400,Brown,0.816722624917621,
Os12g0514400,Black,0.816148876776902,
Os03g0741700,Blue,0.816015863165829,
Os12g0541300,Blue,0.815707713002953,
Os11g0307550,Brown,0.815300611615592,
Os07g0580800,royalBlue,0.81483260436608,
Os11g0544800,Yellow,0.814346229128761,
Os10g0104500,Pink,0.813605942208929,
Os11g0264500,Black,0.813284250675879,
Os06g0625900,Blue,0.81315980285952,
Os03g0281500,MidnightBlue,0.813055852273342,
Os05g0571200,MidnightBlue,0.811750551712407,
Os09g0261400,Brown,0.810688346822378,
Os03g0821200,Blue,0.810412440470206,
Os06g0557700,Blue,0.809258411201959,
Os02g0795800,Grey60,0.807492272863778,
Os06g0303800,Pink,0.807313553838606,
Os04g0690400,Brown,0.806533186443691,
Os02g0102900,Turquoise,0.806183918081737,
Os07g0673801,Brown,0.805717002316447,
Os12g0404400,Red,0.805278649217797,
Os03g0723600,Grey60,0.805208880435448,
Os06g0163701,Turquoise,0.804319859212304,
Os01g0263600,GreenYellow,0.804284399730899,
